,datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count
4745,2011-11-10 19:00:00,4,0,1,2,14.76,17.425,71,15.0013,19,192,211
4746,2011-11-10 20:00:00,4,0,1,2,14.76,16.665,62,19.0012,8,160,168
4747,2011-11-10 21:00:00,4,0,1,1,14.76,16.665,57,16.9979,6,130,136
4748,2011-11-10 22:00:00,4,0,1,1,14.76,16.665,53,19.0012,5,84,89
4749,2011-11-10 23:00:00,4,0,1,2,13.94,16.665,57,11.0014,9,73,82
4750,2011-11-11 00:00:00,4,1,0,1,13.94,15.91,53,16.9979,10,56,66
4751,2011-11-11 01:00:00,4,1,0,1,13.12,15.15,57,22.0028,3,16,19
4752,2011-11-11 02:00:00,4,1,0,1,13.12,14.395,57,19.0012,1,10,11
4753,2011-11-11 03:00:00,4,1,0,1,12.3,14.395,61,12.998,0,6,6
4754,2011-11-11 04:00:00,4,1,0,1,12.3,14.395,61,12.998,0,8,8
4755,2011-11-11 05:00:00,4,1,0,1,12.3,14.395,49,16.9979,0,13,13
4756,2011-11-11 06:00:00,4,1,0,1,11.48,12.88,45,22.0028,0,46,46
4757,2011-11-11 07:00:00,4,1,0,1,11.48,13.635,45,16.9979,5,116,121
4758,2011-11-11 08:00:00,4,1,0,1,12.3,13.635,42,23.9994,9,249,258
4759,2011-11-11 09:00:00,4,1,0,1,13.12,14.395,45,30.0026,15,186,201
4760,2011-11-11 10:00:00,4,1,0,1,13.12,13.635,42,36.9974,38,162,200
4761,2011-11-11 11:00:00,4,1,0,1,13.94,14.395,42,32.9975,20,150,170
4762,2011-11-11 12:00:00,4,1,0,1,13.94,14.395,42,31.0009,41,198,239
4763,2011-11-11 13:00:00,4,1,0,1,15.58,19.695,37,36.9974,57,179,236
4764,2011-11-11 14:00:00,4,1,0,1,15.58,19.695,37,31.0009,64,183,247
4765,2011-11-11 15:00:00,4,1,0,1,14.76,16.665,37,27.9993,29,187,216
4766,2011-11-11 16:00:00,4,1,0,1,14.76,16.665,34,22.0028,49,189,238
4767,2011-11-11 17:00:00,4,1,0,1,13.94,15.15,39,22.0028,24,286,310
4768,2011-11-11 18:00:00,4,1,0,1,13.94,15.91,39,16.9979,23,185,208
4769,2011-11-11 19:00:00,4,1,0,1,13.12,15.91,39,11.0014,17,182,199
4770,2011-11-11 20:00:00,4,1,0,1,13.12,15.91,39,12.998,12,97,109
4771,2011-11-11 21:00:00,4,1,0,1,12.3,15.15,45,11.0014,4,79,83
4772,2011-11-11 22:00:00,4,1,0,1,13.12,15.91,39,12.998,13,78,91
4773,2011-11-11 23:00:00,4,1,0,1,12.3,15.91,45,6.0032,6,67,73
4774,2011-11-12 00:00:00,4,0,0,1,9.84,12.12,60,8.9981,12,52,64
4775,2011-11-12 01:00:00,4,0,0,1,9.84,12.12,60,8.9981,9,45,54
4776,2011-11-12 02:00:00,4,0,0,1,9.84,12.88,65,6.0032,7,39,46
4777,2011-11-12 03:00:00,4,0,0,1,9.84,12.12,70,8.9981,4,13,17
4778,2011-11-12 04:00:00,4,0,0,1,8.2,10.605,80,8.9981,0,7,7
4779,2011-11-12 05:00:00,4,0,0,1,9.02,12.88,75,6.0032,1,3,4
4780,2011-11-12 06:00:00,4,0,0,1,9.02,11.365,75,11.0014,0,7,7
4781,2011-11-12 07:00:00,4,0,0,1,9.02,11.365,75,12.998,3,24,27
4782,2011-11-12 08:00:00,4,0,0,1,10.66,12.88,70,12.998,14,87,101
4783,2011-11-12 09:00:00,4,0,0,1,12.3,15.15,61,11.0014,18,142,160
4784,2011-11-12 10:00:00,4,0,0,1,13.94,15.91,61,19.0012,62,170,232
4785,2011-11-12 11:00:00,4,0,0,1,15.58,19.695,54,19.0012,102,213,315
4786,2011-11-12 12:00:00,4,0,0,1,18.04,21.97,44,19.0012,142,224,366
4787,2011-11-12 13:00:00,4,0,0,1,19.68,23.485,36,19.0012,128,225,353
4788,2011-11-12 14:00:00,4,0,0,1,20.5,24.24,36,19.9995,191,244,435
4789,2011-11-12 15:00:00,4,0,0,1,21.32,25.0,29,19.0012,165,221,386
4790,2011-11-12 16:00:00,4,0,0,1,21.32,25.0,32,16.9979,137,224,361
4791,2011-11-12 17:00:00,4,0,0,1,20.5,24.24,34,16.9979,92,193,285
4792,2011-11-12 18:00:00,4,0,0,1,17.22,21.21,58,12.998,53,150,203
4793,2011-11-12 19:00:00,4,0,0,1,17.22,21.21,50,16.9979,32,139,171
4794,2011-11-12 20:00:00,4,0,0,1,17.22,21.21,50,19.0012,31,101,132
4795,2011-11-12 21:00:00,4,0,0,1,17.22,21.21,47,19.0012,19,103,122
4796,2011-11-12 22:00:00,4,0,0,1,17.22,21.21,47,16.9979,30,88,118
4797,2011-11-12 23:00:00,4,0,0,1,16.4,20.455,58,11.0014,23,78,101
4798,2011-11-13 00:00:00,4,0,0,2,16.4,20.455,58,12.998,12,61,73
4799,2011-11-13 01:00:00,4,0,0,2,14.76,17.425,66,12.998,13,58,71
4800,2011-11-13 02:00:00,4,0,0,1,14.76,18.18,57,7.0015,9,48,57
4801,2011-11-13 03:00:00,4,0,0,2,14.76,17.425,62,8.9981,8,20,28
4802,2011-11-13 04:00:00,4,0,0,2,14.76,17.425,62,8.9981,1,5,6
4803,2011-11-13 05:00:00,4,0,0,1,13.94,16.665,61,11.0014,2,3,5
4804,2011-11-13 06:00:00,4,0,0,1,13.94,16.665,66,8.9981,5,18,23
4805,2011-11-13 07:00:00,4,0,0,1,13.94,15.91,66,15.0013,13,30,43
4806,2011-11-13 08:00:00,4,0,0,1,13.94,17.425,66,6.0032,24,55,79
4807,2011-11-13 09:00:00,4,0,0,1,16.4,20.455,54,19.0012,38,97,135
4808,2011-11-13 10:00:00,4,0,0,1,18.04,21.97,44,22.0028,63,178,241
4809,2011-11-13 11:00:00,4,0,0,1,18.86,22.725,40,27.9993,108,187,295
4810,2011-11-13 12:00:00,4,0,0,2,21.32,25.0,29,27.9993,112,242,354
4811,2011-11-13 13:00:00,4,0,0,2,21.32,25.0,29,27.9993,105,234,339
4812,2011-11-13 14:00:00,4,0,0,2,22.14,25.76,28,32.9975,108,263,371
4813,2011-11-13 15:00:00,4,0,0,2,20.5,24.24,42,22.0028,89,221,310
4814,2011-11-13 16:00:00,4,0,0,2,22.14,25.76,28,26.0027,93,226,319
4815,2011-11-13 17:00:00,4,0,0,1,21.32,25.0,27,22.0028,44,187,231
4816,2011-11-13 18:00:00,4,0,0,1,21.32,25.0,27,22.0028,35,155,190
4817,2011-11-13 19:00:00,4,0,0,1,20.5,24.24,29,23.9994,36,121,157
4818,2011-11-13 20:00:00,4,0,0,1,20.5,24.24,31,23.9994,24,115,139
4819,2011-11-13 21:00:00,4,0,0,1,19.68,23.485,36,16.9979,19,76,95
4820,2011-11-13 22:00:00,4,0,0,1,19.68,23.485,41,26.0027,25,64,89
4821,2011-11-13 23:00:00,4,0,0,1,18.86,22.725,51,19.9995,18,49,67
4822,2011-11-14 00:00:00,4,0,1,1,18.86,22.725,59,19.0012,8,22,30
4823,2011-11-14 01:00:00,4,0,1,1,18.86,22.725,63,19.9995,5,6,11
4824,2011-11-14 02:00:00,4,0,1,1,18.86,22.725,63,23.9994,7,10,17
4825,2011-11-14 03:00:00,4,0,1,1,18.04,21.97,67,19.0012,4,3,7
4826,2011-11-14 04:00:00,4,0,1,1,18.04,21.97,67,15.0013,0,5,5
4827,2011-11-14 05:00:00,4,0,1,2,18.04,21.97,67,16.9979,0,19,19
4828,2011-11-14 06:00:00,4,0,1,2,18.04,21.97,72,15.0013,10,104,114
4829,2011-11-14 07:00:00,4,0,1,1,18.04,21.97,72,16.9979,11,311,322
4830,2011-11-14 08:00:00,4,0,1,2,18.86,22.725,67,12.998,27,425,452
4831,2011-11-14 09:00:00,4,0,1,2,19.68,23.485,67,22.0028,29,204,233
4832,2011-11-14 10:00:00,4,0,1,2,20.5,24.24,63,19.0012,26,85,111
4833,2011-11-14 11:00:00,4,0,1,2,22.14,25.76,60,19.0012,22,106,128
4834,2011-11-14 12:00:00,4,0,1,1,22.96,26.515,56,19.9995,36,166,202
4835,2011-11-14 13:00:00,4,0,1,1,24.6,31.06,49,26.0027,50,153,203
4836,2011-11-14 14:00:00,4,0,1,1,25.42,31.06,46,30.0026,47,138,185
4837,2011-11-14 15:00:00,4,0,1,1,26.24,31.06,44,22.0028,53,142,195
4838,2011-11-14 16:00:00,4,0,1,1,25.42,31.06,46,27.9993,51,264,315
4839,2011-11-14 17:00:00,4,0,1,1,25.42,31.06,46,16.9979,55,464,519
4840,2011-11-14 18:00:00,4,0,1,1,22.96,26.515,56,19.0012,29,460,489
4841,2011-11-14 19:00:00,4,0,1,1,24.6,31.06,53,19.9995,28,274,302
4842,2011-11-14 20:00:00,4,0,1,1,24.6,31.06,53,23.9994,30,210,240
4843,2011-11-14 21:00:00,4,0,1,1,24.6,31.06,53,23.9994,37,176,213
4844,2011-11-14 22:00:00,4,0,1,1,23.78,27.275,56,23.9994,17,96,113
4845,2011-11-14 23:00:00,4,0,1,1,22.96,26.515,64,19.9995,13,48,61
4846,2011-11-15 00:00:00,4,0,1,1,22.96,26.515,64,23.9994,7,15,22
4847,2011-11-15 01:00:00,4,0,1,1,22.96,26.515,60,19.9995,5,5,10
4848,2011-11-15 02:00:00,4,0,1,1,22.96,26.515,64,16.9979,7,8,15
4849,2011-11-15 03:00:00,4,0,1,2,22.14,25.76,68,22.0028,0,4,4
4850,2011-11-15 04:00:00,4,0,1,1,22.96,26.515,64,19.9995,1,6,7
4851,2011-11-15 05:00:00,4,0,1,1,22.14,25.76,68,19.0012,2,26,28
4852,2011-11-15 06:00:00,4,0,1,2,22.96,26.515,64,6.0032,4,104,108
4853,2011-11-15 07:00:00,4,0,1,2,22.14,25.76,68,11.0014,21,298,319
4854,2011-11-15 08:00:00,4,0,1,2,22.14,25.76,68,7.0015,27,453,480
4855,2011-11-15 09:00:00,4,0,1,2,22.96,26.515,64,6.0032,26,174,200
4856,2011-11-15 10:00:00,4,0,1,2,22.96,26.515,64,19.0012,23,115,138
4857,2011-11-15 11:00:00,4,0,1,2,22.96,26.515,64,12.998,18,116,134
4858,2011-11-15 12:00:00,4,0,1,2,22.14,25.76,68,12.998,28,148,176
4859,2011-11-15 13:00:00,4,0,1,3,22.14,25.76,60,15.0013,21,132,153
4860,2011-11-15 14:00:00,4,0,1,2,22.14,25.76,60,19.0012,27,120,147
4861,2011-11-15 15:00:00,4,0,1,2,22.14,25.76,60,8.9981,36,155,191
4862,2011-11-15 16:00:00,4,0,1,2,21.32,25.0,68,8.9981,31,240,271
4863,2011-11-15 17:00:00,4,0,1,2,20.5,24.24,72,12.998,29,422,451
4864,2011-11-15 18:00:00,4,0,1,2,20.5,24.24,72,19.0012,27,414,441
4865,2011-11-15 19:00:00,4,0,1,2,20.5,24.24,72,23.9994,27,259,286
4866,2011-11-15 20:00:00,4,0,1,2,19.68,23.485,82,8.9981,26,212,238
4867,2011-11-15 21:00:00,4,0,1,2,20.5,24.24,77,6.0032,23,145,168
4868,2011-11-15 22:00:00,4,0,1,2,18.86,22.725,88,7.0015,19,109,128
4869,2011-11-15 23:00:00,4,0,1,2,18.86,22.725,94,7.0015,14,66,80
4870,2011-11-16 00:00:00,4,0,1,2,18.86,22.725,94,12.998,5,26,31
4871,2011-11-16 01:00:00,4,0,1,3,18.86,22.725,94,6.0032,0,5,5
4872,2011-11-16 02:00:00,4,0,1,2,18.86,22.725,94,7.0015,4,6,10
4873,2011-11-16 03:00:00,4,0,1,2,18.86,22.725,94,7.0015,2,3,5
4874,2011-11-16 04:00:00,4,0,1,2,18.04,21.97,100,15.0013,1,3,4
4875,2011-11-16 05:00:00,4,0,1,3,18.86,22.725,94,7.0015,0,13,13
4876,2011-11-16 06:00:00,4,0,1,2,18.86,22.725,94,6.0032,4,52,56
4877,2011-11-16 07:00:00,4,0,1,3,18.86,22.725,94,12.998,7,130,137
4878,2011-11-16 08:00:00,4,0,1,3,18.86,22.725,94,12.998,9,223,232
4879,2011-11-16 09:00:00,4,0,1,3,18.86,22.725,94,12.998,5,77,82
4880,2011-11-16 10:00:00,4,0,1,3,18.86,22.725,94,12.998,4,32,36
4881,2011-11-16 11:00:00,4,0,1,3,18.86,22.725,94,6.0032,7,53,60
4882,2011-11-16 12:00:00,4,0,1,3,18.86,22.725,100,12.998,5,49,54
4883,2011-11-16 13:00:00,4,0,1,3,18.86,22.725,94,8.9981,6,52,58
4884,2011-11-16 14:00:00,4,0,1,2,18.86,22.725,100,8.9981,12,49,61
4885,2011-11-16 15:00:00,4,0,1,3,19.68,23.485,94,7.0015,16,50,66
4886,2011-11-16 16:00:00,4,0,1,3,19.68,23.485,94,7.0015,13,110,123
4887,2011-11-16 17:00:00,4,0,1,2,19.68,23.485,88,12.998,17,216,233
4888,2011-11-16 18:00:00,4,0,1,3,18.86,22.725,88,26.0027,13,176,189
4889,2011-11-16 19:00:00,4,0,1,3,18.86,22.725,88,26.0027,3,108,111
4890,2011-11-16 20:00:00,4,0,1,3,18.04,21.97,88,26.0027,5,94,99
4891,2011-11-16 21:00:00,4,0,1,3,18.04,21.97,88,19.0012,3,72,75
4892,2011-11-16 22:00:00,4,0,1,3,17.22,21.21,88,15.0013,1,45,46
4893,2011-11-16 23:00:00,4,0,1,3,17.22,21.21,88,8.9981,3,28,31
4894,2011-11-17 00:00:00,4,0,1,2,17.22,21.21,88,16.9979,2,22,24
4895,2011-11-17 01:00:00,4,0,1,2,17.22,21.21,82,11.0014,0,5,5
4896,2011-11-17 02:00:00,4,0,1,2,17.22,21.21,82,15.0013,0,5,5
4897,2011-11-17 03:00:00,4,0,1,2,17.22,21.21,77,22.0028,0,3,3
4898,2011-11-17 04:00:00,4,0,1,2,16.4,20.455,62,27.9993,1,3,4
4899,2011-11-17 05:00:00,4,0,1,3,13.94,15.15,71,22.0028,1,21,22
4900,2011-11-17 06:00:00,4,0,1,3,14.76,17.425,57,15.0013,3,72,75
4901,2011-11-17 07:00:00,4,0,1,3,13.94,15.91,61,19.0012,4,164,168
4902,2011-11-17 08:00:00,4,0,1,3,13.94,15.15,61,19.9995,12,343,355
4903,2011-11-17 09:00:00,4,0,1,2,13.94,15.15,61,22.0028,14,184,198
4904,2011-11-17 10:00:00,4,0,1,2,13.94,15.15,61,22.0028,7,74,81
4905,2011-11-17 11:00:00,4,0,1,3,13.12,15.15,66,22.0028,4,93,97
4906,2011-11-17 12:00:00,4,0,1,2,13.94,15.15,53,19.9995,6,115,121
4907,2011-11-17 13:00:00,4,0,1,2,13.94,15.15,49,30.0026,15,109,124
4908,2011-11-17 14:00:00,4,0,1,2,13.94,15.15,49,26.0027,5,105,110
4909,2011-11-17 15:00:00,4,0,1,2,13.94,15.15,49,30.0026,10,106,116
4910,2011-11-17 16:00:00,4,0,1,1,13.12,14.395,39,27.9993,8,187,195
4911,2011-11-17 17:00:00,4,0,1,1,13.12,14.395,42,26.0027,20,379,399
4912,2011-11-17 18:00:00,4,0,1,1,13.12,15.91,39,12.998,9,298,307
4913,2011-11-17 19:00:00,4,0,1,1,12.3,14.395,45,15.0013,7,210,217
4914,2011-11-17 20:00:00,4,0,1,1,12.3,14.395,42,19.0012,7,162,169
4915,2011-11-17 21:00:00,4,0,1,1,12.3,14.395,42,16.9979,3,113,116
4916,2011-11-17 22:00:00,4,0,1,1,10.66,12.12,52,16.9979,1,83,84
4917,2011-11-17 23:00:00,4,0,1,1,10.66,12.88,52,15.0013,0,58,58
4918,2011-11-18 00:00:00,4,0,1,1,10.66,12.88,48,11.0014,2,28,30
4919,2011-11-18 01:00:00,4,0,1,1,10.66,11.365,44,22.0028,0,10,10
4920,2011-11-18 02:00:00,4,0,1,1,9.84,11.365,44,15.0013,2,8,10
4921,2011-11-18 03:00:00,4,0,1,1,9.84,10.605,41,19.0012,0,2,2
4922,2011-11-18 04:00:00,4,0,1,1,9.02,11.365,44,11.0014,0,5,5
4923,2011-11-18 05:00:00,4,0,1,1,9.02,11.365,44,8.9981,0,22,22
4924,2011-11-18 06:00:00,4,0,1,1,9.02,12.88,44,6.0032,1,70,71
4925,2011-11-18 07:00:00,4,0,1,1,9.02,11.365,44,11.0014,5,211,216
4926,2011-11-18 08:00:00,4,0,1,1,9.02,11.365,44,12.998,6,369,375
4927,2011-11-18 09:00:00,4,0,1,1,10.66,12.88,41,12.998,6,207,213
4928,2011-11-18 10:00:00,4,0,1,1,10.66,12.12,41,19.0012,10,105,115
4929,2011-11-18 11:00:00,4,0,1,1,12.3,15.15,36,8.9981,18,122,140
4930,2011-11-18 12:00:00,4,0,1,1,13.12,16.665,33,12.998,22,143,165
4931,2011-11-18 13:00:00,4,0,1,1,13.94,15.91,31,15.0013,31,146,177
4932,2011-11-18 14:00:00,4,0,1,1,13.94,16.665,31,8.9981,31,123,154
4933,2011-11-18 15:00:00,4,0,1,1,13.94,16.665,29,8.9981,27,151,178
4934,2011-11-18 16:00:00,4,0,1,1,13.94,16.665,29,8.9981,19,190,209
4935,2011-11-18 17:00:00,4,0,1,1,13.12,16.665,31,8.9981,17,361,378
4936,2011-11-18 18:00:00,4,0,1,1,12.3,15.15,36,11.0014,16,312,328
4937,2011-11-18 19:00:00,4,0,1,1,11.48,13.635,41,11.0014,7,183,190
4938,2011-11-18 20:00:00,4,0,1,1,11.48,13.635,48,12.998,8,129,137
4939,2011-11-18 21:00:00,4,0,1,1,11.48,13.635,48,11.0014,3,108,111
4940,2011-11-18 22:00:00,4,0,1,1,10.66,13.635,52,7.0015,9,88,97
4941,2011-11-18 23:00:00,4,0,1,1,10.66,13.635,60,8.9981,5,54,59
4942,2011-11-19 00:00:00,4,0,0,1,10.66,12.88,56,12.998,4,49,53
4943,2011-11-19 01:00:00,4,0,0,1,10.66,11.365,52,19.9995,1,34,35
4944,2011-11-19 02:00:00,4,0,0,1,9.84,12.12,56,11.0014,12,34,46
4945,2011-11-19 03:00:00,4,0,0,1,10.66,12.12,48,16.9979,4,11,15
4946,2011-11-19 04:00:00,4,0,0,1,10.66,11.365,48,22.0028,4,4,8
4947,2011-11-19 05:00:00,4,0,0,1,9.84,11.365,56,16.9979,0,2,2
4948,2011-11-19 06:00:00,4,0,0,1,9.84,10.605,60,22.0028,2,10,12
4949,2011-11-19 07:00:00,4,0,0,1,9.84,11.365,60,16.9979,3,38,41
4950,2011-11-19 08:00:00,4,0,0,1,10.66,12.12,56,16.9979,12,80,92
4951,2011-11-19 09:00:00,4,0,0,1,11.48,12.88,52,19.9995,12,130,142
4952,2011-11-19 10:00:00,4,0,0,1,13.12,15.15,45,16.9979,35,165,200
4953,2011-11-19 11:00:00,4,0,0,1,14.76,18.94,40,12.998,50,183,233
4954,2011-11-19 12:00:00,4,0,0,1,16.4,20.455,35,19.0012,93,218,311
4955,2011-11-19 13:00:00,4,0,0,1,17.22,21.21,30,19.0012,118,245,363
4956,2011-11-19 14:00:00,4,0,0,1,17.22,21.21,32,19.9995,121,228,349
4957,2011-11-19 15:00:00,4,0,0,1,17.22,21.21,41,12.998,120,262,382
4958,2011-11-19 16:00:00,4,0,0,1,17.22,21.21,38,19.9995,99,188,287
4959,2011-11-19 17:00:00,4,0,0,1,16.4,20.455,40,12.998,61,171,232
4960,2011-11-19 18:00:00,4,0,0,1,15.58,19.695,46,8.9981,36,172,208
4961,2011-11-19 19:00:00,4,0,0,2,13.94,16.665,71,8.9981,33,149,182
4962,2011-11-19 20:00:00,4,0,0,2,14.76,18.18,57,7.0015,48,115,163
4963,2011-11-19 21:00:00,4,0,0,2,14.76,17.425,62,12.998,29,79,108
4964,2011-11-19 22:00:00,4,0,0,2,15.58,19.695,62,11.0014,26,80,106
4965,2011-11-19 23:00:00,4,0,0,1,15.58,19.695,62,15.0013,20,73,93
4966,2011-12-01 00:00:00,4,0,1,1,11.48,12.88,52,22.0028,1,19,20
4967,2011-12-01 01:00:00,4,0,1,1,10.66,12.12,60,19.0012,1,9,10
4968,2011-12-01 02:00:00,4,0,1,1,10.66,11.365,56,19.9995,1,8,9
4969,2011-12-01 03:00:00,4,0,1,1,10.66,12.12,56,16.9979,1,6,7
4970,2011-12-01 04:00:00,4,0,1,1,10.66,12.12,56,19.0012,0,1,1
4971,2011-12-01 05:00:00,4,0,1,1,10.66,12.12,56,16.9979,1,23,24
4972,2011-12-01 06:00:00,4,0,1,1,9.84,10.605,65,19.0012,5,92,97
4973,2011-12-01 07:00:00,4,0,1,1,9.84,10.605,65,23.9994,11,265,276
4974,2011-12-01 08:00:00,4,0,1,1,10.66,11.365,60,22.0028,15,462,477
4975,2011-12-01 09:00:00,4,0,1,1,12.3,13.635,52,22.0028,9,215,224
4976,2011-12-01 10:00:00,4,0,1,1,13.12,15.15,53,19.9995,7,86,93
4977,2011-12-01 11:00:00,4,0,1,1,13.94,15.91,49,16.9979,7,95,102
4978,2011-12-01 12:00:00,4,0,1,1,14.76,17.425,46,15.0013,9,139,148
4979,2011-12-01 13:00:00,4,0,1,1,16.4,20.455,40,15.0013,17,137,154
4980,2011-12-01 14:00:00,4,0,1,1,16.4,20.455,40,15.0013,20,130,150
4981,2011-12-01 15:00:00,4,0,1,1,16.4,20.455,40,15.0013,10,144,154
4982,2011-12-01 16:00:00,4,0,1,1,16.4,20.455,40,12.998,9,192,201
4983,2011-12-01 17:00:00,4,0,1,1,14.76,17.425,46,8.9981,9,409,418
4984,2011-12-01 18:00:00,4,0,1,1,14.76,18.18,43,7.0015,12,393,405
4985,2011-12-01 19:00:00,4,0,1,1,13.94,17.425,46,7.0015,9,219,228
4986,2011-12-01 20:00:00,4,0,1,1,13.94,17.425,46,7.0015,12,178,190
4987,2011-12-01 21:00:00,4,0,1,1,12.3,15.91,61,7.0015,8,154,162
4988,2011-12-01 22:00:00,4,0,1,1,12.3,16.665,61,12.998,5,99,104
4989,2011-12-01 23:00:00,4,0,1,1,10.66,14.395,70,6.0032,3,70,73
4990,2011-12-02 00:00:00,4,0,1,1,10.66,14.395,70,6.0032,6,32,38
4991,2011-12-02 01:00:00,4,0,1,1,9.84,14.395,75,12.998,1,14,15
4992,2011-12-02 02:00:00,4,0,1,1,9.84,14.395,75,12.998,0,10,10
4993,2011-12-02 03:00:00,4,0,1,1,9.02,13.635,80,12.998,0,1,1
4994,2011-12-02 04:00:00,4,0,1,1,9.02,13.635,80,12.998,0,3,3
4995,2011-12-02 05:00:00,4,0,1,1,9.02,12.88,80,6.0032,0,23,23
4996,2011-12-02 06:00:00,4,0,1,1,9.02,13.635,80,12.998,3,84,87
4997,2011-12-02 07:00:00,4,0,1,1,9.02,12.88,87,6.0032,6,199,205
4998,2011-12-02 08:00:00,4,0,1,1,9.84,14.395,87,12.998,13,432,445
4999,2011-12-02 09:00:00,4,0,1,1,11.48,15.91,81,12.998,12,234,246
5000,2011-12-02 10:00:00,4,0,1,1,12.3,14.395,75,15.0013,16,89,105
5001,2011-12-02 11:00:00,4,0,1,1,13.94,16.665,66,11.0014,18,142,160
5002,2011-12-02 12:00:00,4,0,1,1,14.76,17.425,57,8.9981,18,186,204
5003,2011-12-02 13:00:00,4,0,1,1,16.4,20.455,47,8.9981,19,188,207
5004,2011-12-02 14:00:00,4,0,1,1,17.22,21.21,44,7.0015,25,145,170
5005,2011-12-02 15:00:00,4,0,1,1,17.22,21.21,41,6.0032,24,175,199
5006,2011-12-02 16:00:00,4,0,1,1,17.22,21.21,41,6.0032,22,254,276
5007,2011-12-02 17:00:00,4,0,1,1,17.22,21.21,38,12.998,20,391,411
5008,2011-12-02 18:00:00,4,0,1,1,16.4,20.455,50,12.998,10,362,372
5009,2011-12-02 19:00:00,4,0,1,1,13.94,15.91,53,16.9979,13,252,265
5010,2011-12-02 20:00:00,4,0,1,1,15.58,19.695,40,19.0012,12,178,190
5011,2011-12-02 21:00:00,4,0,1,1,13.94,16.665,49,12.998,9,102,111
5012,2011-12-02 22:00:00,4,0,1,1,13.12,15.91,53,12.998,7,95,102
5013,2011-12-02 23:00:00,4,0,1,1,13.12,15.15,53,19.0012,14,81,95
5014,2011-12-03 00:00:00,4,0,0,1,12.3,14.395,56,16.9979,10,65,75
5015,2011-12-03 01:00:00,4,0,0,1,10.66,12.88,65,12.998,9,62,71
5016,2011-12-03 02:00:00,4,0,0,1,10.66,12.88,65,11.0014,9,41,50
5017,2011-12-03 03:00:00,4,0,0,1,9.84,12.12,70,8.9981,4,5,9
5018,2011-12-03 04:00:00,4,0,0,1,9.02,11.365,75,8.9981,1,7,8
5019,2011-12-03 05:00:00,4,0,0,1,9.84,12.88,70,6.0032,0,6,6
5020,2011-12-03 06:00:00,4,0,0,1,9.84,12.88,65,7.0015,1,10,11
5021,2011-12-03 07:00:00,4,0,0,1,9.02,12.88,75,6.0032,2,24,26
5022,2011-12-03 08:00:00,4,0,0,1,9.84,12.88,75,6.0032,1,62,63
5023,2011-12-03 09:00:00,4,0,0,1,10.66,13.635,70,7.0015,25,99,124
5024,2011-12-03 10:00:00,4,0,0,1,13.12,16.665,61,8.9981,22,173,195
5025,2011-12-03 11:00:00,4,0,0,1,13.12,16.665,57,6.0032,48,227,275
5026,2011-12-03 12:00:00,4,0,0,1,14.76,18.94,50,12.998,78,280,358
5027,2011-12-03 13:00:00,4,0,0,1,14.76,18.18,50,6.0032,70,222,292
5028,2011-12-03 14:00:00,4,0,0,1,14.76,18.94,46,12.998,92,251,343
5029,2011-12-03 15:00:00,4,0,0,1,15.58,19.695,46,12.998,100,237,337
5030,2011-12-03 16:00:00,4,0,0,1,15.58,19.695,46,12.998,75,230,305
5031,2011-12-03 17:00:00,4,0,0,1,14.76,18.94,62,12.998,46,186,232
5032,2011-12-03 18:00:00,4,0,0,1,13.94,16.665,53,8.9981,31,193,224
5033,2011-12-03 19:00:00,4,0,0,1,12.3,15.91,61,6.0032,31,144,175
5034,2011-12-03 20:00:00,4,0,0,1,12.3,15.91,61,6.0032,17,110,127
5035,2011-12-03 21:00:00,4,0,0,2,12.3,15.91,61,6.0032,5,104,109
5036,2011-12-03 22:00:00,4,0,0,2,13.12,16.665,61,6.0032,17,97,114
5037,2011-12-03 23:00:00,4,0,0,1,12.3,15.15,70,8.9981,12,73,85
5038,2011-12-04 00:00:00,4,0,0,1,12.3,15.91,70,7.0015,19,64,83
5039,2011-12-04 01:00:00,4,0,0,1,12.3,15.91,75,6.0032,20,54,74
5040,2011-12-04 02:00:00,4,0,0,1,10.66,15.15,81,12.998,11,51,62
5041,2011-12-04 03:00:00,4,0,0,1,11.48,15.91,75,12.998,7,34,41
5042,2011-12-04 04:00:00,4,0,0,1,10.66,15.15,87,12.998,2,9,11
5043,2011-12-04 05:00:00,4,0,0,1,10.66,15.15,81,12.998,2,2,4
5044,2011-12-04 06:00:00,4,0,0,1,9.84,14.395,93,12.998,1,3,4
5045,2011-12-04 07:00:00,4,0,0,1,10.66,15.15,87,12.998,3,23,26
5046,2011-12-04 08:00:00,4,0,0,1,10.66,15.15,87,12.998,7,48,55
5047,2011-12-04 09:00:00,4,0,0,1,12.3,16.665,81,12.998,12,114,126
5048,2011-12-04 10:00:00,4,0,0,1,13.12,16.665,81,8.9981,36,180,216
5049,2011-12-04 11:00:00,4,0,0,1,13.94,16.665,81,11.0014,48,206,254
5050,2011-12-04 12:00:00,4,0,0,1,14.76,17.425,81,11.0014,82,247,329
5051,2011-12-04 13:00:00,4,0,0,1,16.4,20.455,66,15.0013,88,269,357
5052,2011-12-04 14:00:00,4,0,0,1,17.22,21.21,62,8.9981,77,246,323
5053,2011-12-04 15:00:00,4,0,0,1,17.22,21.21,62,12.998,69,227,296
5054,2011-12-04 16:00:00,4,0,0,1,17.22,21.21,58,15.0013,64,266,330
5055,2011-12-04 17:00:00,4,0,0,1,15.58,19.695,76,8.9981,38,207,245
